refYear,partnerDesc,fobvalue,netWgt,valuePerUnit
2002,Nigeria,1599388.0,1003200.0,1.59428628389155
2002,Cçe d'Ivoire,15594.0,9541.0,1.6344198721308
2002,Brazil,100105839.0,64636349.0,1.54875454057592
2002,Brazil,9963562.0,6306300.0,1.57993783993784
2002,Indonesia,16921492.0,10016963.0,1.68928366811378
2002,Indonesia,1332152.0,1078000.0,1.23576252319109
2002,Indonesia,6403685.0,41883160.0,0.152894027098242
2002,Nigeria,687.0,1600.0,0.429375
2002,Cçe d'Ivoire,104395.0,50120.0,2.08290103750998
2002,Ghana,3000.0,1776.0,1.68918918918919
2003,Indonesia,448499.0,287937.0,1.55762892577196
2003,Indonesia,14571.0,12540.0,1.16196172248804
2003,Brazil,31240135.0,19997008.0,1.56224046117299
2003,Brazil,30618788.0,14014000.0,2.18487141429999
2003,Indonesia,27949010.0,13464101.0,2.07581701890085
2003,Indonesia,440482.0,285.0,1545.55087719298
2003,Cçe d'Ivoire,134549.0,224000.0,0.600665178571429
2003,Ghana,13572.0,300.0,45.24
2003,Indonesia,117627.0,101752.0,1.15601658935451
2003,Indonesia,4378893.0,12614000.0,0.347145473283653
2003,Nigeria,26.0,20.0,1.3
2003,Indonesia,400396.0,225000.0,1.77953777777778
2003,Cçe d'Ivoire,34638.0,992150.0,0.0349120596683969
2004,Indonesia,38304.0,30000.0,1.2768
2004,Indonesia,63822.0,50160.0,1.27236842105263
2004,Indonesia,2945877.0,1800000.0,1.63659833333333
2004,Brazil,20532746.0,15280019.0,1.34376442856517
2004,Brazil,13314786.0,8008000.0,1.66268556443556
2004,Ghana,43421.0,25000.0,1.73684
2004,Indonesia,38899127.0,25213659.0,1.54277992734018
2004,Indonesia,3566493.0,2108160.0,1.69175631830601
2004,Cçe d'Ivoire,90407.803,53000.0,1.70580760377359
2004,Indonesia,10242664.0,184081152.0,0.0556421115834825
2004,Ghana,30919.0,815442.0,0.0379168598134509
2004,Cçe d'Ivoire,25870.0,682758.0,0.0378904384862572
2005,Indonesia,244670.0,160020.0,1.52899637545307
2005,Indonesia,233488.0,206250.0,1.13206303030303
2005,Indonesia,296900.0,225720.0,1.31534644692539
2005,Indonesia,2690358.0,1691399.0,1.5906110858526
2005,Brazil,35693465.0,27600051.0,1.29323909582631
2005,Brazil,22940177.0,16016000.0,1.43232873376623
2005,Indonesia,20069289.0,13790574.0,1.45529033091734
2005,Indonesia,115591.0,80000.0,1.4448875
2005,Indonesia,93681.0,148000.0,0.63297972972973
2005,Cçe d'Ivoire,87723.0,2318361.0,0.0378383694342684
2005,Cçe d'Ivoire,169433.505,521600.0,0.324834173696319
2006,Indonesia,1550818.0,1203840.0,1.28822601010101
2006,Indonesia,9473997.0,6150000.0,1.54048731707317
2006,Brazil,83771800.0,63799339.0,1.3130512214241
2006,Brazil,25027830.0,16997776.0,1.47241792102684
2006,Ghana,69885.0,40420.0,1.72897080653142
2006,Indonesia,13137948.0,8708700.0,1.50860036515209
2006,Indonesia,3240694.0,501400320.0,0.00646328666084617
2006,Brazil,34361.0,120000.0,0.286341666666667
2006,Ghana,43972.0,25106.0,1.75145383573648
2006,Indonesia,385739.0,256436.0,1.50423107520005
2007,Brazil,2136.0,644.0,3.3167701863354
2007,Indonesia,3046390.0,1805760.0,1.68704035973773
2007,Brazil,285417.0,38100.0,7.49125984251969
2007,Indonesia,2420381.0,1525000.0,1.58713508196721
2007,Brazil,75021934.0,42087440.0,1.78252547553379
2007,Brazil,58956770.0,33633600.0,1.75291286094858
2007,Indonesia,20838960.0,11786578.0,1.76802461240234
2007,Indonesia,778638.0,399380.0,1.94961690620462
2007,Cçe d'Ivoire,2554291.0,1238770.0,2.06195742551079
2007,Ghana,538952.0,352513.0,1.52888545954334
2007,Ghana,19004.0,8249.0,2.30379439932113
2007,Indonesia,195701.0,128003.0,1.5288782294165
2007,Cçe d'Ivoire,54913.0,25000.0,2.19652
2007,Indonesia,124.962,12.0,10.4135
2008,Brazil,1024.0,160.0,6.4
2008,Indonesia,3651498.0,1755600.0,2.07991455912509
2008,Brazil,141611.0,16000.0,8.8506875
2008,Brazil,8109247.0,4250000.0,1.90805811764706
2008,Indonesia,631808.0,300000.0,2.10602666666667
2008,Brazil,68172966.0,29917590.0,2.27869176628198
2008,Brazil,74707958.713,34634600.0,2.15703252565354
2008,Indonesia,19634289.236,9409410.0,2.08666528889697
2008,Ghana,10842166.0,5792149.0,1.87187277122878
2008,Indonesia,2937.0,412.0,7.12864077669903
2008,Ghana,4902479.092,1561832.0,3.1389285736238
2008,Nigeria,78923.0,16500.0,4.78321212121212
2009,Brazil,2398.0,540.0,4.44074074074074
2009,Indonesia,5592222.998,2343498.0,2.38627171774843
2009,Indonesia,762428.0,300960.0,2.53332004253057
2009,Nigeria,1389.0,528.0,2.63068181818182
2009,Brazil,5853501.0,2000000.0,2.9267505
2009,Indonesia,18587452.0,7025000.0,2.6459006405694
2009,Brazil,103380375.0,41646503.0,2.48233026912248
2009,Brazil,73505121.291,27352300.0,2.68734699791242
2009,Ghana,55.0,36.0,1.52777777777778
2009,Indonesia,6381112.391,2155140.0,2.96088068106944
2009,Indonesia,193628.0,73500.0,2.63439455782313
2009,Indonesia,5027936.0,2050392.0,2.45218280211784
2009,Brazil,948042.0,110788.0,8.55726251940643
2009,Ghana,4293284.0,1689091.0,2.54177187611562
2009,Indonesia,211604.0,100000.0,2.11604
2009,Nigeria,57207.0,22507.0,2.54174256897854
2009,Indonesia,619903.0,226500.0,2.73687858719647
2009,Indonesia,109598.0,43119.0,2.54175653424245
2009,Ghana,9318815.256,4956724.0,1.88003513126815
2009,Nigeria,3931424.984,987263.0,3.98214557215251
2010,Brazil,5461.3,1290.0,4.23356589147287
2010,Indonesia,6347188.0,1328593.0,4.77737576518919
2010,Indonesia,3963145.0,1191300.0,3.32673969613028
2010,Indonesia,4790385.717,1487500.0,3.22042737277311
2010,Brazil,89414859.0,31984188.0,2.7955957174839
2010,Brazil,42368813.163,13888880.0,3.05055650009216
2010,Ghana,43.0,30.0,1.43333333333333
2010,Indonesia,22033651.075,7046810.0,3.12675537938443
2010,Indonesia,10658147.0,2823782.0,3.77442274226551
2010,Nigeria,148.0,13.0,11.3846153846154
2010,Brazil,2578.0,8050.0,0.320248447204969
2010,Ghana,302400.0,96000.0,3.15
2010,Ghana,27708.0,17800.0,1.55662921348315
2010,Indonesia,651325.0,312500.0,2.08424
2010,Cçe d'Ivoire,982799.0,290757.0,3.38013874128568
2010,Indonesia,85350.0,31308.0,2.72614028363358
2010,Cçe d'Ivoire,177419.096,879733.0,0.201673798754849
2011,Brazil,3345.27,645.0,5.18646511627907
2011,Indonesia,7604820.055,2913500.0,2.61020080830616
2011,Indonesia,7250711.0,2708640.0,2.676882494536
2011,Indonesia,1.0,6.0,0.166666666666667
2011,Brazil,6680.0,590.0,11.3220338983051
2011,Indonesia,9961137.0,3500000.0,2.84603914285714
2011,Cçe d'Ivoire,50416.0,783.0,64.3882503192848
2011,Brazil,91200405.12,35787500.0,2.54838714970311
2011,Ghana,289545.0,100000.0,2.89545
2011,Ghana,17588023.097,6431430.0,2.73469867463379
2011,Indonesia,9265046.409,3128130.0,2.96184826365912
2011,Indonesia,2659185.0,806676.0,3.29647218957797
2011,Brazil,2417551.0,409985.0,5.89668158591168
2011,Ghana,4073310.0,775000.0,5.25588387096774
2011,Indonesia,9017899.0,105927960.0,0.0851323767586953
2011,Cçe d'Ivoire,1899543.0,518370.0,3.6644539614561
2011,Ghana,66.533,79.28,0.839215438950555
2011,Brazil,12020.0,4980.0,2.4136546184739
2012,Brazil,23262.516,5053.0,4.6037039382545
2012,Indonesia,479775.0,49200.0,9.7515243902439
2012,Indonesia,2084270.174,1215000.0,1.71544870288066
2012,Indonesia,8110516.0,3461369.0,2.34315266589607
2012,Brazil,557.0,50.0,11.14
2012,Indonesia,217896.0,100119.0,2.17637011955773
2012,Indonesia,185.0,16.0,11.5625
2012,Brazil,14080403.0,5000000.0,2.8160806
2012,Indonesia,10147475.0,3200000.0,3.1710859375
2012,Brazil,17036877.0,7000000.0,2.43383957142857
2012,Brazil,65949573.71,28642825.0,2.30248146647546
2012,Ghana,36425376.406,15840835.0,2.29946062855904
2012,Indonesia,15668189.096,7069812.0,2.21621014759657
2012,Indonesia,9868075.0,3662154.0,2.69460951123301
2012,Brazil,280291.0,100000.0,2.80291
2012,Indonesia,7589115.0,100224848.0,0.0757208930863133
2012,Cçe d'Ivoire,4967.418,990.0,5.01759393939394
2012,Indonesia,35452.843,5931.0,5.97754897993593
2012,Brazil,20353.751,1074.0,18.9513510242086
2012,Brazil,4368.0,3494.0,1.25014310246136
2013,Brazil,42913.974,8933.0,4.80398231277287
2013,Indonesia,110665.069,16993.0,6.51239151415289
2013,Indonesia,1200198.6,540000.0,2.22259
2013,Indonesia,5103232.0,2307320.0,2.21175736352132
2013,Indonesia,16148685.0,6429798.0,2.51153846512752
2013,Brazil,31361889.0,12000000.0,2.61349075
2013,Indonesia,9331540.0,3590000.0,2.5993147632312
2013,Nigeria,458.0,554.0,0.826714801444043
2013,Ghana,3703449.317,1501500.0,2.46649971162171
2013,Indonesia,37482457.622,15768510.0,2.37704498535372
2013,Indonesia,2595273.0,975875.0,2.65943179198156
2013,Brazil,134184.96,49920.0,2.688
2013,Indonesia,39456.0,90000.0,0.4384
2013,Indonesia,833639.44,298760.0,2.790331503548
2013,Indonesia,72000.0,30000.0,2.4
2013,Ghana,3626.08,673.36,5.38505405726506
2013,Indonesia,1252.985,85.0,14.741
2013,Ghana,5.285,10.8,0.489351851851852
2013,Brazil,32.366,3.0,10.7886666666667
2013,Indonesia,61132.0,102200.0,0.598160469667319
2014,Brazil,408506.876,52021.0,7.85273016666346
2014,Indonesia,105705.303,14911.0,7.08908208704983
2014,Indonesia,1721054.474,660000.0,2.60765829393939
2014,Indonesia,11717831.0,4063280.0,2.88383547281999
2014,Cçe d'Ivoire,902.543,540.0,1.67137592592593
2014,Ghana,3.0,1.0,3
2014,Indonesia,29655749.0,10057982.0,2.94847902889466
2014,Brazil,85873166.669,37334000.0,2.30013303340119
2014,Indonesia,25738244.662,8050000.0,3.19729747354037
2014,Nigeria,139.459,20.0,6.97295
2014,Nigeria,2655.683,40100.0,0.0662265087281796
2014,Indonesia,170287630.619,59582661.0,2.85800646968419
2014,Indonesia,73863.0,11000.0,6.71481818181818
2014,Indonesia,68550639.0,24353960.0,2.81476355385325
2014,Indonesia,8617605.0,,#DIV/0!
2014,Indonesia,7798816.91,2458450.0,3.17224955154671
2014,Nigeria,15992.196,3000.0,5.330732
2014,Ghana,16310.835,2447.57,6.66409336607329
2014,Indonesia,47.38,3.0,15.7933333333333
2014,Indonesia,3108000.0,1000000.0,3.108
2014,Nigeria,3812.0,727.0,5.24346629986245
2015,Brazil,13026.969,3200.0,4.0709278125
2015,Indonesia,285165.842,44282.0,6.43976879996387
2015,Indonesia,1721493.0,726000.0,2.37120247933884
2015,Indonesia,16183475.0,4945200.0,3.27256228261749
2015,Indonesia,177811.203,50400.0,3.52800005952381
2015,Indonesia,11754648.0,3825684.0,3.07256114200755
2015,Cçe d'Ivoire,11.0,3.0,3.66666666666667
2015,Brazil,31897376.055,11000000.0,2.89976145954545
2015,Indonesia,10217003.191,4125000.0,2.47684925842424
2015,Nigeria,480.211,25.0,19.20844
2015,Ghana,43095702.401,14489450.0,2.97428145312624
2015,Indonesia,45930581.995,16607629.0,2.76563150555687
2015,Indonesia,10970218.0,3304530.0,3.31975137160201
2015,Ghana,1.109,0.363,3.05509641873278
2015,Ghana,4330.76,1503.824,2.87983168243092
2015,Indonesia,1.109,0.363,3.05509641873278
2015,Indonesia,4027812.18,1303808.0,3.08926788300118
2015,Indonesia,74250.0,25400.0,2.92322834645669
2015,Nigeria,1009.0,4000.0,0.25225
2015,Ghana,12588.437,1883.85,6.68229264538047
2015,Indonesia,2999778.0,1016000.0,2.9525374015748
2015,Nigeria,13.782,3.0,4.594
2015,Indonesia,1446891.0,757459.0,1.91019051856272
2015,Indonesia,141653.0,27000.0,5.24640740740741
2016,Brazil,41662.055,10259.0,4.06102495369919
2016,Indonesia,235263.0,97925.0,2.40248149093694
2016,Indonesia,24841308.0,9902100.0,2.50869088375193
2016,Cçe d'Ivoire,135.69,20.0,6.7845
2016,Indonesia,7843074.609,2998803.0,2.61540174829757
2016,Ghana,122272.0,50025.0,2.44421789105447
2016,Indonesia,46376942.0,16654313.0,2.7846805809402
2016,Brazil,200755506.0,64000000.0,3.13680478125
2016,Indonesia,4335598.0,1400000.0,3.09685571428571
2016,Brazil,30552.275,8117.0,3.76398607860047
2016,Indonesia,33513782.608,11662320.0,2.87368058911091
2016,Indonesia,45748528.0,15980850.0,2.86270930519966
2016,Ghana,1427698.0,513419.0,2.78076580726463
2016,Indonesia,1771035.0,636888.0,2.78076365075178
2016,Indonesia,1185625.1,396530.0,2.99000100875091
2016,Indonesia,661048.0,203051.0,3.25557618529335
2016,Nigeria,674.804,3000.0,0.224934666666667
2016,Indonesia,991607.618,255214.0,3.88539663968278
2016,Ghana,108678.0,25047.0,4.33896275002994
2016,Indonesia,7963288.0,3211491.0,2.47962332760702
2016,Indonesia,2591883.0,1349966.0,1.91996168792399
2016,Indonesia,24541253.0,9665810.0,2.53897531608836
2017,Brazil,28420.379,5439.0,5.22529490715205
2017,Indonesia,41422320.953,20428500.0,2.02767315040262
2017,Cçe d'Ivoire,183.882,32.0,5.7463125
2017,Indonesia,12687559.322,7915174.0,1.60294130261697
2017,Indonesia,3899931.561,1517144.0,2.570574422072
2017,Nigeria,8014.285,20000.0,0.40071425
2017,Indonesia,85979276.38,43093423.0,1.99518326450883
2017,Indonesia,495.895,28.0,17.7105357142857
2017,Brazil,189428359.85,68500000.0,2.76537751605839
2017,Indonesia,51895.726,25104.0,2.06722936583811
2017,Indonesia,7611924.29,2525000.0,3.01462348118812
2017,Ghana,19112759.953,10010000.0,1.90936662867133
2017,Indonesia,131408525.175,63718440.0,2.06233117406829
2017,Indonesia,127440367.254,58066400.0,2.19473511796839
2017,Indonesia,22780789.8,8582996.955,2.65417661446671
2017,Indonesia,4330809.53,2059751.0,2.10258887117909
2017,Indonesia,682480.0,121920.0,5.59776902887139
2017,Nigeria,23198.798,28600.0,0.811146783216783
2017,Indonesia,169929.244,57000.0,2.98121480701754
2017,Indonesia,28996.6,11371.216,2.54999992964693
2017,Brazil,18910.0,3860.0,4.89896373056995
2017,Indonesia,16075199.24,8325248.0,1.93089734263772
2017,Indonesia,24077.24,20000.0,1.203862
2017,Indonesia,1980884.0,1766640.0,1.12127201920029
2017,Indonesia,5554177.0,1667920.0,3.33000203846707
2018,Brazil,43033.262,9233.6,4.66050749436839
2018,Indonesia,141.786,60.0,2.3631
2018,Indonesia,36855506.376,18217300.0,2.02310476173747
2018,Indonesia,425076.8,175120.0,2.42734582000914
2018,Indonesia,14916085.564,8902700.0,1.67545638559089
2018,Indonesia,8406229.1,3501820.0,2.40053146649457
2018,Nigeria,1036.495,9216.0,0.112466905381944
2018,Brazil,1235.38,474.679,2.60255878182941
2018,Indonesia,128248068.92,58806300.0,2.1808559443461
2018,Brazil,144260235.786,192450000.0,0.749598523180047
2018,Indonesia,18971205.94,8275000.0,2.29259286283988
2018,Brazil,69363.333,21748.0,3.18941203788854
2018,Brazil,51560161.802,24524500.0,2.10239400607556
2018,Ghana,1267900.557,329087.0,3.85278226426447
2018,Ghana,2169884.774,1001000.0,2.16771705694306
2018,Ghana,2179649.069,821506.0,2.65323572682366
2018,Indonesia,167657857.691,79907620.0,2.09814605529485
2018,Indonesia,475545.072,300750.0,1.58119724688279
2018,Indonesia,139741729.09,63965500.0,2.18464217570409
2018,Brazil,11524.2,,#DIV/0!
2018,Indonesia,6727800.429,3222020.0,2.08806910850957
2018,Indonesia,54006191.159,22916560.0,2.35664476513927
2018,Indonesia,15890893.89,7071814.0,2.2470746388409
2018,Indonesia,38662.0,15000.0,2.57746666666667
2018,Nigeria,42599.458,62000.0,0.687088032258065
2018,Indonesia,3953.376,13000.0,0.304105846153846
2018,Indonesia,80763.73,31032.466,2.60255598121013
2018,Indonesia,89973.5,100000.0,0.899735
2018,Indonesia,17176672.62,8288875.0,2.07225620123358
2018,Indonesia,46875.339,252270.438,0.18581384077987
2018,Indonesia,2128889.0,671775.0,3.16905064939898
2019,Brazil,101155.291,22872.8,4.42251455877724
2019,Indonesia,49157264.85,22486340.0,2.18609452894513
2019,Cçe d'Ivoire,21.572,4.0,5.393
2019,Brazil,17207.36,1298.484,13.2518845053154
2019,Indonesia,564267.01,250160.0,2.25562444035817
2019,Indonesia,178186.148,100100.0,1.7800813986014
2019,Indonesia,20240205.025,11438198.0,1.76952742250134
2019,Indonesia,10123525.44,3603600.0,2.80928111888112
2019,Cçe d'Ivoire,20215.657,21000.0,0.962650333333333
2019,Nigeria,1505.345,29400.0,0.0512022108843537
2019,Indonesia,168810687.14,70579980.0,2.39176445133592
2019,Brazil,11552.135,111810.0,0.103319336374206
2019,Indonesia,270247.438,106882.0,2.52846539174042
2019,Indonesia,28436057.759,10400000.0,2.73423632298077
2019,Brazil,98866105.107,45970905.0,2.15062342381556
2019,Ghana,28048928.73,12512505.0,2.24167173000131
2019,Indonesia,809437.258,411872.0,1.9652641063243
2019,Indonesia,143424746.635,67542570.0,2.1234718583406
2019,Indonesia,210000.0,40000.0,5.25
2019,Indonesia,951406.151,428493.0,2.22035401045058
2019,Indonesia,43414179.739,18805200.0,2.3086263235169
2019,Brazil,3800.0,700.0,5.42857142857143
2019,Ghana,651795.45,455580.0,1.43069373106809
2019,Indonesia,29747960.92,13842322.0,2.1490585842462
2019,Indonesia,17310441.714,54726649.225,0.316307355906824
2019,Indonesia,39226072.24,16445080.0,2.38527707010243
2019,Indonesia,208900.0,80000.0,2.61125
2019,Ghana,4633.107,1000.0,4.633107
2019,Ghana,43.172,1.08,39.9740740740741
2019,Indonesia,395500.06,161579.144,2.44771726232192
2019,Indonesia,285998.43,150287.0,1.90301509777958
2019,Indonesia,21146088.62,9034130.6,2.34068883396483
2019,Indonesia,7142405.76,4737949.0,1.5074889493323
2019,Indonesia,733045.0,229450.0,3.19479189365875
2020,Brazil,114679.574,22960.8,4.99458093794641
2020,Indonesia,49666977.98,22038180.0,2.25367875114914
2020,Cçe d'Ivoire,22.661,4.0,5.66525
2020,Indonesia,53750.0,25000.0,2.15
2020,Indonesia,118579.54,78000.0,1.52025051282051
2020,Indonesia,18488745.391,9878328.0,1.87164724546502
2020,Indonesia,17322517.8,6552000.0,2.64385192307692
2020,Brazil,11.422,1.336,8.54940119760479
2020,Indonesia,193122230.418,78148930.0,2.47120760857506
2020,Ghana,1871.667,255.0,7.33987058823529
2020,Indonesia,114529.546,49608.0,2.30869105789389
2020,Brazil,47779986.69,19995000.0,2.38959673368342
2020,Ghana,11624173.43,5080080.0,2.2881870816995
2020,Indonesia,123899118.64,53714500.0,2.30662332591758
2020,Indonesia,2315025.426,1293420.0,1.78984817460686
2020,Indonesia,18543593.37,7220830.0,2.56806951139966
2020,Brazil,3950.0,2300.0,1.71739130434783
2020,Brazil,27.413,1.268,21.6190851735016
2020,Ghana,11027881.849,4848190.0,2.27463895783787
2020,Indonesia,54975.036,23894.0,2.30078831505817
2020,Indonesia,32001168.043,14078211.0,2.27309904951702
2020,Indonesia,10699088.925,151140256.659,0.0707891409046572
2020,Indonesia,21982052.29,8967210.4,2.4513813448606
2020,Indonesia,1033455.0,315000.0,3.28080952380952
2020,Nigeria,9134.141,550.0,16.6075290909091
2020,Indonesia,110491.95,52280.9,2.11342861350895
2020,Indonesia,138988.8,220000.0,0.631767272727273
2020,Indonesia,38804684.0,16127386.0,2.40613599748899
2020,Indonesia,3309887.17,2128816.0,1.55480190396915
2021,Brazil,280940.363,51376.8,5.4682339694181
2021,Indonesia,38681208.48,17158600.0,2.25433359831222
2021,Cçe d'Ivoire,50.834,8.0,6.35425
2021,Indonesia,121000.0,50574.0,2.39253371297505
2021,Indonesia,15984470.521,8354246.0,1.91333491029591
2021,Indonesia,19570773.348,6627600.0,2.95292011406844
2021,Nigeria,359.046,15000.0,0.0239364
2021,Indonesia,160022773.19,65915440.0,2.42769786851154
2021,Brazil,35317996.591,39751057.079,0.888479431397513
2021,Ghana,10944.566,1500.0,7.29637733333333
2021,Indonesia,40337827.728,15503800.0,2.60180263728892
2021,Brazil,49260118.001,20520500.0,2.40053205336127
2021,Indonesia,218546071.628,100379060.0,2.17720779242205
2021,Indonesia,325030.805,152300.0,2.13414842416284
2021,Indonesia,20235772.805,8459560.0,2.39205972946584
2021,Brazil,17545.0,3000.0,5.84833333333333
2021,Ghana,3227.82,11000.0,0.293438181818182
2021,Indonesia,60341347.567,29794860.0,2.02522675276877
2021,Indonesia,24855779.537,70787640.0,0.35113163169446
2021,Indonesia,32611162.77,13178900.0,2.47449808178224
2021,Indonesia,773253.0,243970.0,3.16945935975735
2021,Indonesia,778501.146,350000.0,2.22428898857143
2021,Indonesia,2582.709,960.0,2.690321875
2021,Indonesia,24549499.08,10964600.0,2.23897808219178
2021,Indonesia,7891719.8,3386044.0,2.33066073565494
2021,Indonesia,1315440.0,378000.0,3.48
2022,Brazil,67778.359,13065.6,5.18754278410482
2022,Indonesia,56182.598,24994.2,2.2478254154964
2022,Indonesia,30768225.453,13951620.0,2.20535145402469
2022,Cçe d'Ivoire,91.215,16.0,5.7009375
2022,Cçe d'Ivoire,503.646,260.0,1.9371
2022,Indonesia,10712050.681,6785594.0,1.57864597867187
2022,Indonesia,156892626.1,70650535.0,2.22068560556548
2022,Indonesia,52.03,51.0,1.02019607843137
2022,Cçe d'Ivoire,738.187,36.0,20.5051944444444
2022,Indonesia,140001.004,132215.0,1.05888896116174
2022,Indonesia,9790790.571,3540000.0,2.76576004830509
2022,Brazil,57378896.46,25525475.0,2.24790709908435
2022,Indonesia,106658589.111,50225285.0,2.12360346210081
2022,Indonesia,1138415.049,557452.0,2.04217591649147
2022,Indonesia,25278406.703,11364300.0,2.22436988666262
2022,Indonesia,86281672.825,42568940.0,2.02686918736995
2022,Indonesia,32765991.582,46634900.0,0.702606665437258
2022,Indonesia,39363688.75,17580232.0,2.23908812750594
2022,Indonesia,179500.0,60000.0,2.99166666666667
2022,Indonesia,26764.467,23815.0,1.1238491287004
2022,Indonesia,164241.92,76178.0,2.15602824962588
2022,Ghana,130.701,8.0,16.337625
2022,Indonesia,213383.258,100000.0,2.13383258
2022,Cçe d'Ivoire,1116.708,86.0,12.984976744186
2022,Indonesia,35234810.6,15923371.0,2.21277332544723
2022,Indonesia,246943.887,117851.0,2.09539067975664
2022,Indonesia,11201338.19,5207440.0,2.15102587643833
2022,Nigeria,47.0,3.0,15.6666666666667
2023,Brazil,243944.062,42248.8,5.77398794758668
2023,Indonesia,165018.654,104644.45,1.57694606832947
2023,Indonesia,26619066.606,9336587.0,2.85104895461264
2023,Nigeria,10.813,3.0,3.60433333333333
2023,Nigeria,1215592.847,473000.0,2.56996373572939
2023,Indonesia,246.708,,#DIV/0!
2023,Indonesia,700518.0,250185.0,2.8
2023,Indonesia,37472806.681,18815270.0,1.99161673901039
2023,Indonesia,26820391.024,9727273.0,2.75723638310552
2023,Indonesia,203931617.0,,#DIV/0!
2023,Brazil,7349794.963,4300000.0,1.70925464255814
2023,Indonesia,3740200.137,1508000.0,2.48023881763926
2023,Brazil,57714717.309,23323300.0,2.47455194200649
2023,Ghana,14688338.307,5905910.0,2.48705759264872
2023,Indonesia,116591312.432,50475470.0,2.30986085779885
2023,Indonesia,68502.477,25043.0,2.73539420197261
2023,Indonesia,694531.774,331668.0,2.09405723193073
2023,Indonesia,20276644.869,8245520.0,2.45911050716025
2023,Brazil,16579.355,300600.0,0.0551542082501663
2023,Indonesia,1981638.837,814236.0,2.43374014045068
2023,Indonesia,85568331.248,33379030.0,2.56353558650446
2023,Indonesia,53694526.876,3306860000.0,0.0162373148170772
2023,Indonesia,36642650.08,12112884.0,3.02509708505423
2023,Indonesia,278625.0,73854.7,3.77261027395684
2023,Nigeria,90381.081,50620.0,1.78548164757013
2023,Indonesia,172070.5,57548.662,2.99000001077349
2023,Indonesia,1411828.389,840000.0,1.68074808214286
2023,Indonesia,38427570.9,13944130.0,2.75582419986044
2023,Indonesia,13991326.94,4704040.0,2.97432142158655
2024,Brazil,247806.514,26965.6,9.18972743050405
2024,Indonesia,2103753.53,261505.0,8.04479275730865
2024,Indonesia,815200.0,200000.0,4.076
2024,Nigeria,6.494,3.2,2.029375
2024,Indonesia,4351005.23,550142.0,7.90887667184109
2024,Indonesia,407025.0,75000.0,5.427
2024,Indonesia,39633834.24,5544000.0,7.14896
2024,Brazil,81026.0,5720.0,14.1653846153846
2024,Indonesia,436855452.73,61453400.0,7.10872714495862
